"","X1","YEAR","LocationAbbr","LocationDesc","TopicType","TopicDesc","MeasureDesc","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Data_Value_Std_Err","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Gender","Race","Age","Education","GeoLocation","TopicTypeId","TopicId","MeasureId","StratificationID1","StratificationID2","StratificationID3","StratificationID4","SubMeasureID","DisplayOrder","Current"
"297",2286,2011,"SC","South Carolina","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,3.1,14.9,27.1,674,"Female","All Races","All Ages","High School","(33.998821303000454, -81.04537120699968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,21
"298",2329,2011,"WV","West Virginia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,18.7,26.1,1666,"Overall","All Races","All Ages","High School","(38.66551020200046, -80.71264013499967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,22.4
"299",2330,2011,"WV","West Virginia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,6.8,9.8,1854,"Overall","All Races","All Ages","Middle School","(38.66551020200046, -80.71264013499967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,8.3
"300",2331,2011,"WV","West Virginia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.1,19.8,28,792,"Male","All Races","All Ages","High School","(38.66551020200046, -80.71264013499967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,23.9
"301",2332,2011,"WV","West Virginia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,5.8,8.8,891,"Male","All Races","All Ages","Middle School","(38.66551020200046, -80.71264013499967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,7.3
"302",2333,2011,"WV","West Virginia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,16.7,24.7,840,"Female","All Races","All Ages","High School","(38.66551020200046, -80.71264013499967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,20.7
"303",2334,2011,"WV","West Virginia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,6.7,11.7,952,"Female","All Races","All Ages","Middle School","(38.66551020200046, -80.71264013499967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,9.2
"304",2377,2010,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,15.6,21.6,1304,"Overall","All Races","All Ages","High School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,18.6
"305",2378,2010,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,4.7,9.3,1129,"Overall","All Races","All Ages","Middle School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,7
"306",2379,2010,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,19.3,25.1,621,"Male","All Races","All Ages","High School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,22.2
"307",2380,2010,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,4.5,9.7,542,"Male","All Races","All Ages","Middle School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,7.1
"308",2381,2010,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,10.9,18.7,678,"Female","All Races","All Ages","High School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,14.8
"309",2382,2010,"AL","Alabama","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,3.5,9.7,583,"Female","All Races","All Ages","Middle School","(32.84057112200048, -86.63186076199969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,6.6
"310",2419,2010,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,20,27,2226,"Overall","All Races","All Ages","High School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,23.5
"311",2420,2010,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,5.5,8.3,2387,"Overall","All Races","All Ages","Middle School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,6.9
"312",2421,2010,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,5,8.8,1159,"Male","All Races","All Ages","Middle School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.9
"313",2422,2010,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,24.3,31.3,1101,"Male","All Races","All Ages","High School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,27.8
"314",2423,2010,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.2,14.4,23,1097,"Female","All Races","All Ages","High School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,18.7
"315",2424,2010,"AR","Arkansas","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,5.1,8.9,1201,"Female","All Races","All Ages","Middle School","(34.74865012400045, -92.27449074299966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,7
"316",2461,2010,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,12.4,17.4,1837,"Overall","All Races","All Ages","High School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,14.9
"317",2462,2010,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,5,7.8,2103,"Overall","All Races","All Ages","Middle School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,6.4
"318",2463,2010,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,12,18.6,867,"Male","All Races","All Ages","High School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,15.3
"319",2464,2010,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,4.9,8.5,1019,"Male","All Races","All Ages","Middle School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.7
"320",2465,2010,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,4.3,7.9,1072,"Female","All Races","All Ages","Middle School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,6.1
"321",2466,2010,"DE","Delaware","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,11.6,17.4,966,"Female","All Races","All Ages","High School","(39.008830667000495, -75.57774116799965)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,14.5
"322",2503,2010,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,2.8,6.8,1373,"Overall","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.8
"323",2504,2010,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,14.9,21.9,1254,"Overall","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,18.4
"324",2505,2010,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,15.6,22.2,598,"Male","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,18.9
"325",2506,2010,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,3.1,6.5,682,"Male","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,4.8
"326",2507,2010,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.1,0.7,8.9,684,"Female","All Races","All Ages","Middle School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4.8
"327",2508,2010,"IL","Illinois","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,3.3,10.3,23.1,648,"Female","All Races","All Ages","High School","(40.48501028300046, -88.99771017799969)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,16.7
"328",2545,2010,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,15.2,19.8,2607,"Overall","All Races","All Ages","High School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,17.5
"329",2546,2010,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,3.3,5.5,2067,"Overall","All Races","All Ages","Middle School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.4
"330",2547,2010,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,15.8,21.8,1298,"Male","All Races","All Ages","High School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,18.8
"331",2548,2010,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,3.8,6.6,1002,"Male","All Races","All Ages","Middle School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.2
"332",2549,2010,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,13.1,18.5,1287,"Female","All Races","All Ages","High School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,15.8
"333",2550,2010,"IN","Indiana","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,1.8,5.2,1053,"Female","All Races","All Ages","Middle School","(39.766910452000445, -86.14996019399968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3.5
"334",2593,2010,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,24.3,28.9,3476,"Overall","All Races","All Ages","High School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,26.6
"335",2594,2010,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,7.4,10.6,4121,"Overall","All Races","All Ages","Middle School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,9
"336",2595,2010,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,7.7,11.5,2074,"Male","All Races","All Ages","Middle School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,9.6
"337",2596,2010,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,24.4,30.8,1645,"Male","All Races","All Ages","High School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,27.6
"338",2597,2010,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,6.5,9.9,2038,"Female","All Races","All Ages","Middle School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,8.2
"339",2598,2010,"KY","Kentucky","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,22.7,28.3,1813,"Female","All Races","All Ages","High School","(37.645970271000465, -84.77497104799966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,25.5
"340",2641,2010,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,17.2,22.2,1726,"Overall","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,19.7
"341",2642,2010,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,4.2,7.2,1588,"Overall","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,5.7
"342",2643,2010,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,18.5,24.5,800,"Male","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,21.5
"343",2644,2010,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,4.9,8.7,813,"Male","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,6.8
"344",2645,2010,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,2.6,6.2,773,"Female","All Races","All Ages","Middle School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4.4
"345",2646,2010,"MS","Mississippi","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,14.2,21.4,918,"Female","All Races","All Ages","High School","(32.745510099000455, -89.53803082499968)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,17.8
"346",2680,2010,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,12.4,16.2,2539,"Overall","All Races","All Ages","High School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,14.3
"347",2681,2010,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,11.8,15.8,1233,"Male","All Races","All Ages","High School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,13.8
"348",2682,2010,"NJ","New Jersey","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,12.2,17.2,1299,"Female","All Races","All Ages","High School","(40.13057004800049, -74.27369128799967)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,14.7
"349",2704,2010,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,3.4,5.6,1526,"Overall","All Races","All Ages","Middle School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.5
"350",2705,2010,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,3.7,6.5,762,"Male","All Races","All Ages","Middle School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.1
"351",2706,2010,"OH","Ohio","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.1,1.9,6.1,764,"Female","All Races","All Ages","Middle School","(40.06021014100048, -82.40426005599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4
"352",2728,2010,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,2.3,4.5,2488,"Overall","All Races","All Ages","Middle School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,3.4
"353",2729,2010,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,15.2,22,2273,"Overall","All Races","All Ages","High School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,18.6
"354",2730,2010,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,15.7,23.5,1158,"Male","All Races","All Ages","High School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,19.6
"355",2731,2010,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,2.2,5.2,1237,"Male","All Races","All Ages","Middle School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,3.7
"356",2732,2010,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,13.5,21.5,1100,"Female","All Races","All Ages","High School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,17.5
"357",2733,2010,"PA","Pennsylvania","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,2,4.4,1241,"Female","All Races","All Ages","Middle School","(40.79373015200048, -77.86070029399963)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3.2
"358",2776,2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,2.5,5.3,1864,"Overall","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,3.9
"359",2777,2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,14.9,20.5,1716,"Overall","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,17.7
"360",2778,2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,2.2,6.2,948,"Male","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,4.2
"361",2779,2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,14,20.4,832,"Male","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,17.2
"362",2780,2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,14.3,21.5,883,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,17.9
"363",2781,2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,2.2,5,916,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3.6
"364",2818,2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,2.9,6.3,2326,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.6
"365",2819,2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,2.8,7.6,1173,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.2
"366",2820,2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,2.5,5.5,1132,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4
"367",2848,2009,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.4,2.6,4,2348,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,3.3
"368",2849,2009,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.3,12.7,17.9,2204,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,15.3
"369",2850,2009,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.5,13,19,1047,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,16
"370",2851,2009,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.5,2.3,4.3,1153,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,3.3
"371",2852,2009,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,11.6,17.2,1144,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,14.4
"372",2853,2009,"CT","Connecticut","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.6,2,4.4,1187,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3.2
"373",2896,2009,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,4.7,7.5,1950,"Overall","All Races","All Ages","Middle School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,6.1
"374",2897,2009,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,12.1,18.7,1904,"Overall","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,15.4
"375",2898,2009,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,5.8,9.8,923,"Male","All Races","All Ages","Middle School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,7.8
"376",2899,2009,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.1,13.1,21.3,905,"Male","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,17.2
"377",2900,2009,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,3,5.8,1024,"Female","All Races","All Ages","Middle School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4.4
"378",2901,2009,"GA","Georgia","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,9.6,17.6,995,"Female","All Races","All Ages","High School","(32.83968109300048, -83.62758034599966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,13.6
"379",2938,2009,"HI","Hawaii","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,3.2,5.8,1582,"Overall","All Races","All Ages","Middle School","(21.304850435000446, -157.85774940299973)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.5
