"","YEAR","LocationAbbr","LocationDesc","TopicType","TopicDesc","MeasureDesc","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Data_Value_Std_Err","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Gender","Race","Age","Education","GeoLocation","TopicTypeId","TopicId","MeasureId","StratificationID1","StratificationID2","StratificationID3","StratificationID4","SubMeasureID","DisplayOrder","Current","Ever","Frequent","<NA>"
"2769",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","105BEH","170CES","3GEN","8AGE","6RAC","1EDU","YTS03",3,NA,NA,NA,NA
"2770",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage",NA,NA,4.4,45.7,62.9,124,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","105BEH","170CES","3GEN","8AGE","6RAC","2EDU","YTS03",3,NA,NA,NA,54.3
"2771",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage",NA,NA,3.3,50.1,62.9,265,"Overall","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","105BEH","169QUA","1GEN","8AGE","6RAC","2EDU","YTS04",4,NA,NA,NA,56.5
"2772",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage",NA,NA,7.3,38.5,67.3,74,"Overall","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","105BEH","169QUA","1GEN","8AGE","6RAC","1EDU","YTS04",4,NA,NA,NA,52.9
"2773",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage",NA,NA,4.4,46.2,63.4,124,"Male","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","105BEH","169QUA","2GEN","8AGE","6RAC","2EDU","YTS05",5,NA,NA,NA,54.8
"2774",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Male","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","105BEH","169QUA","2GEN","8AGE","6RAC","1EDU","YTS05",5,NA,NA,NA,NA
"2775",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage",NA,NA,4,50.3,66.1,141,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","105BEH","169QUA","3GEN","8AGE","6RAC","2EDU","YTS06",6,NA,NA,NA,58.2
"2776",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","105BEH","169QUA","3GEN","8AGE","6RAC","1EDU","YTS06",6,NA,NA,NA,NA
"2777",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,2.5,5.3,1864,"Overall","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,3.9,NA,NA,NA
"2778",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.4,14.9,20.5,1716,"Overall","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS07",7,17.7,NA,NA,NA
"2779",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,2.2,6.2,948,"Male","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,4.2,NA,NA,NA
"2780",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,14,20.4,832,"Male","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS07",7,17.2,NA,NA,NA
"2781",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,14.3,21.5,883,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS07",7,17.9,NA,NA,NA
"2782",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.7,2.2,5,916,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,3.6,NA,NA,NA
"2783",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.7,38.3,44.9,1694,"Overall","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS08",8,NA,41.6,NA,NA
"2784",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,12.2,19.2,1818,"Overall","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS08",8,NA,15.7,NA,NA
"2785",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.2,13.4,22,921,"Male","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS08",8,NA,17.7,NA,NA
"2786",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2.1,36,44.4,828,"Male","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS08",8,NA,40.2,NA,NA
"2787",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,39.2,47,866,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS08",8,NA,43.1,NA,NA
"2788",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.9,9.8,17.2,897,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS08",8,NA,13.5,NA,NA
"2789",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.2,0.2,1,1864,"Overall","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS09",9,NA,NA,0.6,NA
"2790",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,5,8.6,1716,"Overall","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","2EDU","YTS09",9,NA,NA,6.8,NA
"2791",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,4.5,9.1,832,"Male","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","2EDU","YTS09",9,NA,NA,6.8,NA
"2792",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,0.1,1.3,948,"Male","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS09",9,NA,NA,0.7,NA
"2793",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,0.1,1.1,916,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS09",9,NA,NA,0.6,NA
"2794",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1,4.9,8.7,883,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","2EDU","YTS09",9,NA,NA,6.8,NA
"2795",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,1,5.2,9,1746,"Overall","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","2EDU","YTS10",10,7.1,NA,NA,NA
"2796",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.8,0.2,3.4,1879,"Overall","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS10",10,1.8,NA,NA,NA
"2797",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,1.2,0.4,5,958,"Male","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS10",10,2.7,NA,NA,NA
"2798",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,1.6,8.1,14.3,856,"Male","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","2EDU","YTS10",10,11.2,NA,NA,NA
"2799",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.6,1.5,3.7,889,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","2EDU","YTS10",10,2.6,NA,NA,NA
"2800",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.5,0,1.8,920,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS10",10,0.8,NA,NA,NA
"2801",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,1.3,15.9,21.1,1742,"Overall","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","2EDU","YTS11",11,NA,18.5,NA,NA
"2802",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,1.4,4,9.4,1885,"Overall","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS11",11,NA,6.7,NA,NA
"2803",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,2,20.9,28.9,855,"Male","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","2EDU","YTS11",11,NA,24.9,NA,NA
"2804",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,1.8,5,12,962,"Male","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS11",11,NA,8.5,NA,NA
"2805",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,1.1,2.7,7.1,922,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS11",11,NA,4.9,NA,NA
"2806",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,1.3,9.1,14.1,887,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","2EDU","YTS11",11,NA,11.6,NA,NA
"2807",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.4,1,2.6,1746,"Overall","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","2EDU","YTS12",12,NA,NA,1.8,NA
"2808",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.2,0.1,0.9,1879,"Overall","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,0.5,NA
"2809",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.8,1.8,5,856,"Male","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","2EDU","YTS12",12,NA,NA,3.4,NA
"2810",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.4,0,1.6,958,"Male","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,0.8,NA
"2811",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.1,0,0.3,889,"Female","All Races","All Ages","High School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","2EDU","YTS12",12,NA,NA,0.1,NA
"2812",2010,"WI","Wisconsin","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.1,0,0.3,920,"Female","All Races","All Ages","Middle School","(44.39319117400049, -89.81637074199966)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,0.1,NA
"2813",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage",NA,NA,3.1,33.9,45.9,96,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","105BEH","170CES","1GEN","8AGE","6RAC","1EDU","YTS01",1,NA,NA,NA,39.9
"2814",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage",NA,NA,5.3,32,52.6,51,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","105BEH","170CES","2GEN","8AGE","6RAC","1EDU","YTS02",2,NA,NA,NA,42.3
"2815",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","105BEH","170CES","3GEN","8AGE","6RAC","1EDU","YTS03",3,NA,NA,NA,NA
"2816",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage",NA,NA,5.9,37.5,60.5,105,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","105BEH","169QUA","1GEN","8AGE","6RAC","1EDU","YTS04",4,NA,NA,NA,49
"2817",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage",NA,NA,7.1,31.5,59.3,59,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","105BEH","169QUA","2GEN","8AGE","6RAC","1EDU","YTS05",5,NA,NA,NA,45.4
"2818",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","105BEH","169QUA","3GEN","8AGE","6RAC","1EDU","YTS06",6,NA,NA,NA,NA
"2819",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.9,2.9,6.3,2326,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS07",7,4.6,NA,NA,NA
"2820",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.2,2.8,7.6,1173,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS07",7,5.2,NA,NA,NA
"2821",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.8,2.5,5.5,1132,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS07",7,4,NA,NA,NA
"2822",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.6,16.3,22.7,2259,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS08",8,NA,19.5,NA,NA
"2823",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,1.8,16.1,23.3,1142,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS08",8,NA,19.7,NA,NA
"2824",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,2,15.2,23,1101,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS08",8,NA,19.1,NA,NA
"2825",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.2,0,0.6,2326,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","1GEN","8AGE","6RAC","1EDU","YTS09",9,NA,NA,0.3,NA
"2826",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.3,0,0.8,1173,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","2GEN","8AGE","6RAC","1EDU","YTS09",9,NA,NA,0.3,NA
"2827",2009,"AZ","Arizona","Tobacco Use – Survey Data","Cigarette Use (Youth)","Smoking Status","YTS","%","Percentage",NA,NA,0.2,0,0.7,1132,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","106BEH","166SSA","3GEN","8AGE","6RAC","1EDU","YTS09",9,NA,NA,0.3,NA
"2828",2009,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.4,1.4,2.8,2301,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS10",10,2.1,NA,NA,NA
"2829",2009,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.5,1.4,3.2,1158,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS10",10,2.3,NA,NA,NA
"2830",2009,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.6,0.7,2.9,1125,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS10",10,1.8,NA,NA,NA
"2831",2009,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.5,3.2,5.2,2302,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS11",11,NA,4.2,NA,NA
"2832",2009,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.7,3.5,6.3,1160,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS11",11,NA,4.9,NA,NA
"2833",2009,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.7,2,4.8,1122,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS11",11,NA,3.4,NA,NA
"2834",2009,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.2,0.1,0.7,2301,"Overall","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","1GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,0.4,NA
"2835",2009,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.2,0.1,0.9,1158,"Male","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","2GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,0.5,NA
"2836",2009,"AZ","Arizona","Tobacco Use – Survey Data","Smokeless Tobacco Use (Youth)","User Status","YTS","%","Percentage",NA,NA,0.2,0,0.7,1125,"Female","All Races","All Ages","Middle School","(34.865970280000454, -111.76381127699972)","BEH","151BEH","169USS","3GEN","8AGE","6RAC","1EDU","YTS12",12,NA,NA,0.3,NA
"2837",2009,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage",NA,NA,3.3,40.4,53.4,239,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","1GEN","8AGE","6RAC","2EDU","YTS01",1,NA,NA,NA,46.9
"2838",2009,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage",NA,NA,7.5,29.3,58.7,65,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","1GEN","8AGE","6RAC","1EDU","YTS01",1,NA,NA,NA,44
"2839",2009,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Male","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","2GEN","8AGE","6RAC","1EDU","YTS02",2,NA,NA,NA,NA
"2840",2009,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage",NA,NA,4.9,39.7,59.1,118,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","2GEN","8AGE","6RAC","2EDU","YTS02",2,NA,NA,NA,49.4
"2841",2009,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage","*","Data in these cells have been suppressed because of a small sample size",NA,NA,NA,NA,"Female","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","3GEN","8AGE","6RAC","1EDU","YTS03",3,NA,NA,NA,NA
"2842",2009,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","Percent of Current Smokers Who Want to Quit","YTS","%","Percentage",NA,NA,5.5,33.1,54.7,119,"Female","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","170CES","3GEN","8AGE","6RAC","2EDU","YTS03",3,NA,NA,NA,43.9
"2843",2009,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage",NA,NA,6.5,35.4,60.8,73,"Overall","All Races","All Ages","Middle School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","169QUA","1GEN","8AGE","6RAC","1EDU","YTS04",4,NA,NA,NA,48.1
"2844",2009,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage",NA,NA,3.2,38.2,50.6,291,"Overall","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","169QUA","1GEN","8AGE","6RAC","2EDU","YTS04",4,NA,NA,NA,44.4
"2845",2009,"CT","Connecticut","Tobacco Use – Survey Data","Cessation (Youth)","Quit Attempt in Past Year Among Current Cigarette Smokers","YTS","%","Percentage",NA,NA,3.9,38.6,54,153,"Male","All Races","All Ages","High School","(41.56266102000046, -72.64984095199964)","BEH","105BEH","169QUA","2GEN","8AGE","6RAC","2EDU","YTS05",5,NA,NA,NA,46.3
